id,vas_id offer
3001227,6
2806302,6
338668,6
2132220,6
4172253,6
3152118,6
2698341,6
854409,6
675747,6
4130701,6
3918775,6
3001234,6
743025,6
2892712,6
248420,6
832264,6
3195519,6
2480662,6
2545888,6
1432017,6
608697,6
3812392,6
67961,6
1298984,6
4193548,6
496208,6
2066830,6
966242,6
3535148,6
3087223,6
3641814,6
1957263,6
1277205,6
1979201,6
3281493,6
809978,6
451345,6
2306890,6
1715515,6
4151275,6
496217,6
698316,6
787750,6
720531,6
1609080,6
496222,6
248437,6
765613,6
4277956,6
2784570,6
3641829,6
3769665,6
2892732,6
2958191,6
2633200,6
4299202,6
3641831,6
2502613,6
2284919,6
2892737,6
3302912,6
3238172,6
1077406,6
1365714,6
3705622,6
1121937,6
1671349,6
3195554,6
518882,6
3087240,6
1781427,6
2306907,6
3152159,6
1144004,6
1979219,6
1891529,6
2001058,6
3173820,6
2567791,6
2328805,6
4214667,6
181018,6
1099649,6
1564863,6
2676693,6
2567797,6
3431837,6
3238184,6
67999,6
3769687,6
225987,6
3474727,6
3599178,6
698340,6
3044095,6
2849498,6
4214676,6
3662955,6
3431844,6
1277232,6
3982813,6
3216840,6
1055081,6
2589605,6
2502637,6
1520651,6
2524301,6
2611352,6
451382,6
2241423,6
3324662,6
2567810,6
3087257,6
1715540,6
2153968,6
2502640,6
765650,6
1631325,6
2828144,6
4320335,6
226006,6
2654891,6
406404,6
1254987,6
1010489,6
1277236,6
1715548,6
2589617,6
2524315,6
3259938,6
765657,6
3108954,6
1032809,6
3216855,6
1609116,6
3044118,6
3620508,6
3748340,6
2676716,6
3087275,6
608767,6
518918,6
787807,6
3345934,6
1803464,6
541203,6
4130754,6
2153988,6
2044966,6
4151326,6
2806386,6
2806386,6
2676721,6
4109707,6
2306934,6
3726985,6
1476604,6
3022830,6
2698417,6
3726993,6
3302956,6
2198132,6
2502660,6
2480738,6
3833873,6
1649240,6
2524337,6
1649242,6
854497,6
2524341,6
876987,6
135922,6
943958,6
630874,6
1299067,6
451422,6
1520688,6
181065,6
3961556,6
3474772,6
787829,6
3345954,6
1649250,6
3940116,6
406440,6
158512,6
787830,6
1343526,6
248507,6
3769727,6
2849547,6
2980031,6
3410294,6
3087303,6
3982862,6
2936257,6
3108984,6
1121995,6
293841,6
113239,6
1825790,6
428774,6
1343536,6
810059,6
1277283,6
473831,6
2328878,6
1847731,6
1847731,6
720614,6
518956,6
921564,6
361444,6
3195621,6
1299082,6
1409868,6
1957340,6
2350567,6
4130785,6
586237,6
2328886,6
2741763,6
2415719,6
1542783,6
496336,6
2066916,6
720626,6
1010536,6
988486,6
248527,6
2393798,6
765704,6
4299293,6
2393799,6
2871238,6
1032861,6
1957352,6
3705703,6
720634,6
1122015,6
2892823,6
4299297,6
3641938,6
1891606,6
135958,6
3087324,6
406464,6
877028,6
3238267,6
2001139,6
1631401,6
203475,6
1759622,6
2589686,6
3748388,6
1188705,6
541261,6
3599265,6
1454396,6
3001330,6
3748392,6
2980066,6
3876428,6
765719,6
3684391,6
966359,6
384250,6
1299114,6
3620567,6
3044189,6
1715627,6
3324745,6
274,6
274,6
2676784,6
2806461,6
1122037,6
720655,6
3044195,6
675884,6
1299118,6
586275,6
563653,6
1498956,6
944017,6
2110601,6
3918898,6
3599282,6
2415756,6
384269,6
2480809,6
2328928,6
2154067,6
203496,6
3641965,6
3087349,6
1957386,6
3281631,6
1825829,6
2001185,6
158565,6
1847773,6
1166295,6
2806483,6
2263287,6
1847775,6
2828240,6
988533,6
899411,6
2001193,6
1564957,6
1564957,6
3961624,6
496387,6
2892854,6
1587039,6
787892,6
3260029,6
3453255,6
3431951,6
361501,6
1055200,6
68123,6
675913,6
181148,6
3474857,6
90622,6
3431954,6
988552,6
3517889,6
3599302,6
4067341,6
1188738,6
2720238,6
3705755,6
3620606,6
1825854,6
2307046,6
1564967,6
2110629,6
1188740,6
2741821,6
4067344,6
1099800,6
1979338,6
1671478,6
2023151,6
1032911,6
338852,6
3324780,6
1979340,6
2720243,6
1077538,6
2437493,6
1188743,6
406534,6
1737820,6
4299350,6
3961644,6
3833966,6
3578082,6
2741831,6
316354,6
3109092,6
316355,6
1233205,6
2720251,6
944074,6
1498998,6
2720253,6
3769812,6
988569,6
316358,6
1979356,6
2437500,6
4046052,6
1693560,6
3324797,6
586317,6
1055226,6
2393892,6
787924,6
3961657,6
203539,6
1166333,6
3474895,6
3727099,6
2088704,6
1432210,6
586323,6
113333,6
2611500,6
2698523,6
1122101,6
2219817,6
2567968,6
4257030,6
1825890,6
2698526,6
1671501,6
2350671,6
1321505,6
765799,6
3388999,6
1299192,6
1211018,6
3065806,6
384333,6
2655029,6
2914617,6
1032950,6
1032950,6
2524461,6
2676864,6
2307086,6
3324816,6
2828299,6
316397,6
316397,6
1343659,6
1803600,6
1166354,6
361561,6
496442,6
1299205,6
944117,6
3599352,6
631009,6
608944,6
2980153,6
2633377,6
428881,6
631013,6
22820,6
3044275,6
4088661,6
3620667,6
2219833,6
2372297,6
1693597,6
2001246,6
2023206,6
248629,6
2459212,6
1737867,6
4109839,6
3940241,6
2176187,6
3982995,6
586357,6
4214855,6
316408,6
3812611,6
1233242,6
3876530,6
608963,6
675993,6
854639,6
2763323,6
1957470,6
2176195,6
3453339,6
2001257,6
2980165,6
3812621,6
3087439,6
653477,6
1343674,6
1587117,6
988629,6
45672,6
1122159,6
2219855,6
3044306,6
2676894,6
3281713,6
2655074,6
3303127,6
1715737,6
720770,6
1847870,6
2676895,6
877152,6
451598,6
3517977,6
1432273,6
4341698,6
3620687,6
2611550,6
3748511,6
158667,6
3791196,6
2023240,6
966508,6
4172493,6
519109,6
338927,6
3599379,6
3897765,6
68217,6
3812645,6
2784836,6
3023021,6
2132497,6
2741894,6
90737,6
2263399,6
1454535,6
2132503,6
3535405,6
3281728,6
4299429,6
698551,6
1649431,6
2459244,6
2568024,6
181259,6
4151497,6
2698587,6
2329030,6
4046135,6
3453378,6
3303147,6
1935870,6
1144241,6
2633416,6
3834062,6
1803652,6
1979432,6
563797,6
3812659,6
832544,6
1321566,6
294021,6
2110745,6
3791214,6
3174050,6
3410469,6
1144249,6
2828368,6
271490,6
4003832,6
3303156,6
1693646,6
1825964,6
2914697,6
3001466,6
4172521,6
2676924,6
4067442,6
203629,6
1565075,6
2219899,6
1609361,6
2633426,6
4067446,6
2633429,6
406642,6
90773,6
113420,6
3389080,6
3001475,6
2285175,6
4214908,6
1737940,6
3044338,6
1033025,6
2784870,6
541424,6
1803665,6
1520884,6
563815,6
877200,6
988676,6
2415912,6
1321586,6
406653,6
1869813,6
1542955,6
3475001,6
541432,6
1277480,6
3940308,6
2892985,6
832575,6
609024,6
384431,6
3109198,6
2132539,6
113428,6
338963,6
3109202,6
474017,6
3684560,6
428975,6
3303183,6
3748569,6
271525,6
2219920,6
3109205,6
3389102,6
1033043,6
832578,6
3791242,6
3961775,6
3195812,6
4193822,6
3023068,6
3367711,6
158707,6
1365988,6
316493,6
3367715,6
271535,6
3983056,6
2241690,6
3174088,6
3578226,6
1715793,6
519177,6
1609393,6
2176281,6
3260173,6
3556813,6
474030,6
1869833,6
3087517,6
136140,6
4278239,6
609040,6
743315,6
271542,6
1233341,6
226298,6
1957563,6
988708,6
586453,6
2001335,6
3217129,6
1565115,6
4067493,6
1055365,6
406677,6
944214,6
1122248,6
1255245,6
2350798,6
2849767,6
1211136,6
471,6
1366014,6
1010770,6
1957572,6
1233356,6
2914746,6
4003891,6
3281794,6
1033064,6
1099979,6
3940350,6
1122255,6
2088862,6
1913988,6
2720410,6
519200,6
3812719,6
1033077,6
720886,6
45772,6
2502910,6
3791270,6
1803715,6
1803715,6
2394047,6
1631635,6
2307229,6
1255263,6
3281801,6
1935954,6
4151583,6
3174117,6
1299337,6
1935956,6
1649515,6
631139,6
3065941,6
3367754,6
4067518,6
2023319,6
1033088,6
4151590,6
1122270,6
4299512,6
1343785,6
2307243,6
1432387,6
3260212,6
3919112,6
1631645,6
2958544,6
1010805,6
2502942,6
1033095,6
2437693,6
1520968,6
1520968,6
3174143,6
3919115,6
810316,6
4151602,6
2871479,6
1715841,6
294111,6
3834156,6
4193862,6
653609,6
1144330,6
4088795,6
3535489,6
2568139,6
1432396,6
2980284,6
899605,6
3855650,6
3727287,6
2720448,6
1935972,6
2806689,6
563898,6
1649538,6
4278295,6
1869889,6
3518091,6
2023344,6
3346223,6
1671699,6
1631657,6
2828457,6
3834169,6
1803747,6
2307261,6
3727303,6
631173,6
4151613,6
406745,6
1649547,6
1255300,6
1166516,6
3642193,6
1343816,6
1935984,6
1233402,6
3044434,6
3087575,6
2481013,6
2263526,6
1277570,6
4172624,6
2849811,6
1979556,6
3791329,6
3389174,6
3620819,6
2980306,6
45829,6
2154307,6
3642203,6
1649556,6
2285284,6
3217184,6
1520999,6
1144354,6
1388134,6
1803772,6
609118,6
2871508,6
429080,6
1033130,6
45839,6
4131078,6
2568172,6
3983127,6
4151635,6
1188974,6
3897900,6
899645,6
3496767,6
1738063,6
2524664,6
90891,6
1565190,6
1565190,6
1499215,6
810348,6
3599518,6
2045287,6
2176362,6
2524666,6
1914055,6
384543,6
2350861,6
2784970,6
113532,6
158817,6
181419,6
2372495,6
3961876,6
2023379,6
68386,6
1211233,6
698704,6
586534,6
2849840,6
2132626,6
832689,6
1100056,6
2350871,6
1255328,6
3578323,6
1781829,6
3556915,6
2524683,6
2914845,6
3706001,6
720973,6
1738081,6
3346282,6
4215037,6
3367826,6
4172655,6
4172656,6
563953,6
2589989,6
3475129,6
3367828,6
720977,6
1631706,6
2416045,6
2416045,6
4003979,6
1957666,6
743436,6
1100070,6
1979596,6
3983158,6
1255342,6
3260288,6
810385,6
877340,6
1738100,6
1255344,6
2828515,6
519290,6
966706,6
3001612,6
3389216,6
4088857,6
3748709,6
2088979,6
2611740,6
1891926,6
698739,6
698739,6
766014,6
1010883,6
1671754,6
1321736,6
1343876,6
1914097,6
1477007,6
1565236,6
2437773,6
113559,6
1587326,6
604,6
316638,6
2763552,6
2828532,6
3453536,6
1366120,6
1033181,6
271666,6
2914882,6
2742074,6
2936613,6
294188,6
2154360,6
743456,6
899695,6
541583,6
519303,6
3152577,6
2763560,6
3876736,6
1693830,6
3410650,6
2263602,6
1321753,6
1410267,6
653698,6
1891948,6
1521057,6
2655298,6
2893114,6
1631736,6
2958644,6
2980371,6
2611758,6
2677114,6
788230,6
429151,6
586597,6
586597,6
248890,6
2871588,6
4215086,6
2045358,6
541594,6
541594,6
4341907,6
1189057,6
2806778,6
1055496,6
1781882,6
1432491,6
4215089,6
2763584,6
1033203,6
1144432,6
2089024,6
3432234,6
496692,6
3855746,6
3791414,6
1410289,6
2089030,6
3496850,6
1759989,6
721036,6
136296,6
1957714,6
2503039,6
3496855,6
4046364,6
1803855,6
2110949,6
631278,6
3001664,6
90994,6
4067660,6
4172718,6
2176437,6
1100128,6
271709,6
136306,6
1343933,6
3983220,6
3260349,6
23088,6
2154398,6
2307379,6
3325073,6
3642291,6
4257297,6
158917,6
2045391,6
3195999,6
203872,6
496733,6
2958681,6
248924,6
1144457,6
698809,6
248926,6
339172,6
2263646,6
1565297,6
2677159,6
4236268,6
2023462,6
3325088,6
1499319,6
1760014,6
3087714,6
4320801,6
766095,6
2241873,6
2285400,6
743528,6
361850,6
4299644,6
766096,6
4025155,6
766097,6
1803878,6
4046396,6
922036,6
2655339,6
676252,6
3642311,6
3791456,6
1499330,6
1211317,6
4320812,6
721077,6
2720591,6
2372602,6
2307396,6
3642312,6
1631787,6
2372604,6
1914181,6
609267,6
294254,6
203896,6
3535638,6
339196,6
1803893,6
3642319,6
3303413,6
1010972,6
4151754,6
1587404,6
91036,6
2220124,6
877421,6
4236291,6
691,6
451866,6
4299655,6
3367923,6
1587407,6
4172766,6
3087739,6
2742139,6
4088951,6
2437861,6
1100163,6
474240,6
1914199,6
3432293,6
2154436,6
1122462,6
2394242,6
2437864,6
2828624,6
2568313,6
2546419,6
2698861,6
2001570,6
3620971,6
4110127,6
2958720,6
3770168,6
2828627,6
3770169,6
3855811,6
1609629,6
1454827,6
988926,6
271778,6
4299674,6
3217331,6
3578442,6
586671,6
1521143,6
1477116,6
3940535,6
3066139,6
3087754,6
2503108,6
1826232,6
3620980,6
698855,6
316731,6
1870067,6
1914221,6
1299529,6
3663448,6
766135,6
3238685,6
1432575,6
1609650,6
2089109,6
4131232,6
2893209,6
1693922,6
698870,6
3044633,6
2611857,6
2980472,6
2481178,6
2915010,6
788328,6
2089122,6
2067359,6
3557058,6
3238707,6
2590131,6
3684810,6
1738238,6
3325142,6
2023534,6
1055613,6
1936154,6
854974,6
854974,6
2329348,6
1321883,6
3983303,6
3663465,6
113697,6
3535691,6
1388318,6
384736,6
3109462,6
23180,6
2655429,6
2677233,6
609327,6
1255502,6
3346469,6
1499395,6
3066177,6
2089137,6
3621021,6
1587451,6
1587451,6
1077961,6
1543256,6
877473,6
877473,6
1211402,6
698890,6
2481197,6
810535,6
1100220,6
2524855,6
3174376,6
3109468,6
1211406,6
810538,6
1957828,6
3475303,6
1033319,6
4004115,6
91124,6
2893243,6
1410408,6
1693955,6
1211409,6
113707,6
4236337,6
2936758,6
68555,6
1499411,6
2763692,6
159012,6
2958783,6
1848240,6
1255513,6
1848242,6
2437927,6
3834384,6
474311,6
3663491,6
1587471,6
474312,6
2980498,6
1366267,6
3023352,6
3217387,6
2437937,6
4236340,6
877493,6
1477172,6
609345,6
1388345,6
2763705,6
3663497,6
3260450,6
586735,6
23208,6
249030,6
944473,6
1649812,6
2329374,6
2307497,6
776,6
2111059,6
2241965,6
2045504,6
3260458,6
586738,6
4151846,6
721170,6
721170,6
2263756,6
2045510,6
3044681,6
2307510,6
339285,6
113734,6
3748887,6
3684844,6
474331,6
3812956,6
4110201,6
3453706,6
429317,6
2176578,6
3152773,6
2001638,6
2806929,6
3919362,6
3238758,6
181651,6
3727541,6
1631878,6
3940601,6
3217411,6
3217413,6
2633745,6
316784,6
1499447,6
2329401,6
989025,6
1477202,6
2980521,6
609365,6
1565441,6
3684859,6
743667,6
966913,6
1166761,6
3152788,6
698957,6
3812971,6
2677295,6
2893297,6
136464,6
2089197,6
1979833,6
3791575,6
2828729,6
3303517,6
1277816,6
3432375,6
2372729,6
966923,6
2655492,6
1671964,6
3962109,6
1122574,6
4110231,6
3389391,6
2677309,6
586768,6
3983371,6
2220235,6
1760169,6
1694018,6
3518348,6
676380,6
4299770,6
3706222,6
3066237,6
2001671,6
2329421,6
766240,6
1321952,6
832933,6
429348,6
3898140,6
966933,6
3599760,6
721213,6
541790,6
181689,6
1936259,6
698987,6
4089073,6
2154551,6
1477227,6
1543327,6
3834443,6
2459664,6
452004,6
788430,6
586784,6
3727583,6
2546525,6
3410868,6
2285551,6
3001812,6
944530,6
23266,6
2023639,6
2568448,6
1100311,6
1870171,6
2633775,6
1033384,6
1957922,6
136492,6
1477240,6
1255563,6
1255563,6
699002,6
1078047,6
316846,6
3260510,6
3410876,6
2503231,6
2459675,6
3238808,6
3453761,6
3497026,6
3940657,6
3855938,6
3174458,6
1826380,6
944539,6
2871817,6
3642480,6
2263824,6
832961,6
1565495,6
249116,6
2915147,6
1760200,6
3087881,6
3217470,6
226656,6
1914342,6
4172911,6
788453,6
4257469,6
1609778,6
23289,6
3260524,6
2438018,6
1631945,6
3940663,6
966964,6
766276,6
766276,6
699021,6
4194156,6
832976,6
2763782,6
631473,6
3791649,6
1716101,6
3518381,6
316868,6
922225,6
1211529,6
2372790,6
3770328,6
1587578,6
564210,6
407050,6
2677363,6
3770331,6
788468,6
2807013,6
1255597,6
743746,6
2307604,6
2307604,6
4236432,6
384870,6
3389431,6
204100,6
1914359,6
2132936,6
4151938,6
899952,6
3196186,6
3663612,6
1979901,6
2524976,6
1521311,6
721264,6
3706273,6
2394405,6
3621144,6
3855965,6
2850156,6
2546562,6
3389444,6
1957974,6
4320987,6
2198752,6
3663624,6
1694105,6
1189314,6
2111157,6
3410924,6
2590270,6
1011159,6
1892204,6
2045619,6
4257498,6
1366380,6
429406,6
2132946,6
2132946,6
1672040,6
136558,6
2372829,6
2850171,6
1277892,6
4131403,6
653964,6
3001868,6
2481334,6
766313,6
1543406,6
1432767,6
3962183,6
586859,6
2242078,6
2785283,6
1277896,6
474457,6
113871,6
653970,6
23340,6
4172960,6
339423,6
3663646,6
743785,6
2763831,6
2828824,6
113874,6
2546588,6
1033460,6
2871878,6
3475458,6
788507,6
4067902,6
4131419,6
743791,6
2154638,6
2459742,6
3749006,6
3001882,6
1299680,6
4110312,6
2438086,6
586874,6
2633848,6
429431,6
3109615,6
316932,6
316933,6
3368133,6
1299686,6
586878,6
4342157,6
1892235,6
2699069,6
3578632,6
1055795,6
2459756,6
294503,6
4342158,6
3152927,6
1979954,6
4172974,6
407109,6
1078128,6
699093,6
68711,6
4194207,6
2633857,6
1144733,6
4215362,6
989146,6
653989,6
1322057,6
2242104,6
3813081,6
1892247,6
3919490,6
936,6
1455048,6
3727701,6
1033482,6
1826458,6
3109634,6
91314,6
1388518,6
2459776,6
2742355,6
1649977,6
2351219,6
4194220,6
2154659,6
2285653,6
3023514,6
3497082,6
1738432,6
2111222,6
3770386,6
1366425,6
2263932,6
3940755,6
181791,6
2045680,6
1078146,6
1760278,6
68732,6
339467,6
429462,6
2871915,6
1632016,6
181799,6
1410592,6
3642590,6
384958,6
2525040,6
4236518,6
564277,6
3749037,6
676516,6
4131460,6
877689,6
541924,6
2372873,6
1914449,6
1344268,6
1499600,6
3856046,6
1100434,6
676519,6
2416385,6
3152961,6
249230,6
4025420,6
1521382,6
1892277,6
3325332,6
294534,6
407131,6
699132,6
1958050,6
1716203,6
2828895,6
1055841,6
1694177,6
2111245,6
2351241,6
1694179,6
2936966,6
2263964,6
833066,6
3410993,6
586920,6
4342206,6
3791741,6
2503363,6
3196283,6
272032,6
1211622,6
3131449,6
272033,6
3557290,6
1410617,6
2285683,6
1609893,6
1011237,6
2850237,6
316979,6
3087990,6
1144785,6
113944,6
3196290,6
2481419,6
3023550,6
2394510,6
1122746,6
2394511,6
2220387,6
1388571,6
2481421,6
1344299,6
1565637,6
204214,6
2720869,6
136643,6
4025440,6
989205,6
3557303,6
4299920,6
4067976,6
2220400,6
788578,6
2307719,6
541963,6
743876,6
1388581,6
3282293,6
743877,6
1936419,6
586935,6
2785380,6
136652,6
317006,6
3599926,6
2699139,6
541971,6
3109705,6
3325364,6
3196305,6
1499641,6
1211645,6
272047,6
339512,6
407171,6
3001950,6
2720882,6
3685030,6
3706371,6
3411015,6
810785,6
4152061,6
294570,6
2677498,6
586941,6
855214,6
3983555,6
1322126,6
3238962,6
317016,6
2372929,6
226794,6
3898302,6
1826533,6
3325380,6
3621263,6
1565660,6
3557327,6
3174591,6
3727788,6
3898304,6
1980050,6
631623,6
1565665,6
3411036,6
3109735,6
1587725,6
631628,6
2699165,6
2763936,6
474576,6
1892328,6
497062,6
1782236,6
1694232,6
1914524,6
3174603,6
3368243,6
3023586,6
2980740,6
2481450,6
699191,6
2394552,6
1543539,6
2459884,6
159239,6
676588,6
2980745,6
226818,6
4068008,6
1167004,6
2133090,6
474588,6
339540,6
1047,6
2720907,6
833137,6
1587747,6
2329613,6
272085,6
2416469,6
4299960,6
362212,6
3663762,6
23480,6
2111314,6
1011303,6
2285732,6
1914545,6
294602,6
1255738,6
3109761,6
46311,6
452206,6
2720918,6
1650058,6
1565700,6
1672183,6
3432572,6
2001899,6
989274,6
2154748,6
3518533,6
2525128,6
2763963,6
3898348,6
1055923,6
519750,6
3813199,6
631662,6
1914555,6
3131525,6
3023604,6
1455153,6
3411068,6
1632122,6
721434,6
136716,6
1055926,6
3578741,6
1122832,6
294621,6
3497204,6
3599986,6
3475587,6
1366516,6
2655713,6
1650072,6
3109777,6
272101,6
4278762,6
1477452,6
1914562,6
2133122,6
743958,6
1366524,6
1565714,6
2893562,6
1848542,6
3453933,6
1388641,6
3813215,6
989294,6
3599993,6
2872036,6
855272,6
1958130,6
2001918,6
3475597,6
272111,6
1255762,6
3303748,6
1211693,6
2023866,6
3898369,6
3411079,6
1078,6
2307780,6
4173107,6
3813220,6
3642675,6
1167047,6
3642678,6
1100527,6
2959071,6
1782288,6
2590411,6
833172,6
1432957,6
654120,6
1211704,6
1499710,6
3518559,6
519779,6
3856176,6
1189502,6
3663795,6
3131552,6
317091,6
4046782,6
4089294,6
1870381,6
2829008,6
2176806,6
2785481,6
204321,6
4068044,6
1078266,6
1914577,6
3239035,6
1100535,6
3260738,6
2329652,6
4215502,6
1477475,6
2525160,6
2850321,6
3239037,6
2045815,6
699251,6
1322204,6
2503473,6
4278786,6
922434,6
46359,6
1432967,6
3578777,6
68901,6
2351367,6
23524,6
1632167,6
2525164,6
2481515,6
3303774,6
2111387,6
136761,6
2893596,6
766511,6
3066497,6
3919623,6
3239053,6
1144904,6
2481519,6
2720970,6
1122872,6
23527,6
2568698,6
1122874,6
272155,6
2045828,6
2307808,6
542070,6
1870412,6
1870412,6
609651,6
68912,6
989337,6
114057,6
1167077,6
159317,6
3518591,6
2829039,6
1782326,6
1499744,6
1892399,6
385118,6
3621350,6
114064,6
294685,6
631723,6
114065,6
721480,6
294687,6
2285803,6
2264119,6
1056007,6
2220523,6
1410776,6
3131591,6
1344426,6
4215538,6
855323,6
967200,6
2067759,6
2677616,6
1056014,6
3303807,6
788702,6
2023920,6
2764027,6
159341,6
3642735,6
1455216,6
1914624,6
4278824,6
1189557,6
2699257,6
2394652,6
4342364,6
136793,6
900204,6
3600049,6
2154841,6
2980831,6
1056023,6
2394655,6
1278114,6
3962379,6
294705,6
922485,6
3475668,6
3002070,6
900212,6
4194378,6
2154845,6
3940938,6
2937119,6
1738622,6
4110513,6
2373072,6
2850374,6
855347,6
2634041,6
2742547,6
3536067,6
1914638,6
2959118,6
587094,6
4173169,6
1760487,6
385156,6
3856227,6
317166,6
833244,6
1632221,6
1587857,6
2067791,6
23586,6
3727922,6
4025593,6
4152192,6
1958194,6
564502,6
833250,6
3962394,6
1144960,6
3621388,6
1672273,6
3898469,6
2525221,6
2525222,6
2176866,6
1299929,6
4068116,6
788724,6
3368381,6
2525226,6
3217746,6
3454035,6
474718,6
2154867,6
2067803,6
4342394,6
2980867,6
114110,6
114110,6
1587868,6
1804370,6
1521577,6
877876,6
1958207,6
1299937,6
1958208,6
4173188,6
3940967,6
1011434,6
2568751,6
3109896,6
3109897,6
1499800,6
272223,6
4110532,6
2829099,6
2394691,6
1914655,6
3727936,6
362328,6
2285839,6
3260828,6
2546853,6
1892478,6
2242339,6
3685191,6
3325524,6
1672286,6
1499805,6
1543676,6
1233956,6
3642777,6
68983,6
542136,6
967268,6
676737,6
339663,6
587121,6
2742572,6
4046876,6
3066590,6
3749244,6
3260832,6
4025613,6
1189606,6
2220574,6
631793,6
3813343,6
1610096,6
3411187,6
3813346,6
3983693,6
3066597,6
922535,6
1543685,6
1543686,6
1255865,6
2850413,6
2937164,6
766588,6
721546,6
1826700,6
159402,6
2045906,6
1167142,6
3239124,6
1716434,6
2023977,6
676749,6
967287,6
3239127,6
2590533,6
2307886,6
3557478,6
3475716,6
2307888,6
4131659,6
2850420,6
1344492,6
1056079,6
2807337,6
1211813,6
922550,6
1145000,6
1056082,6
1936622,6
3536120,6
3346920,6
542154,6
1826713,6
1632278,6
1870505,6
3877284,6
339686,6
2111493,6
182054,6
3642810,6
3109935,6
3475734,6
2634104,6
2285868,6
2481623,6
1632285,6
2742598,6
4152246,6
46482,6
159421,6
2699345,6
1200,6
4278893,6
226989,6
3454080,6
3663906,6
2111509,6
1826732,6
3045062,6
1410872,6
1499842,6
922569,6
4025656,6
272264,6
1078409,6
3368426,6
1804426,6
3260868,6
2980925,6
1211836,6
3088206,6
3475749,6
1914704,6
877930,6
1299999,6
4194447,6
3131667,6
900291,6
1255894,6
3919742,6
249474,6
2351505,6
564575,6
2460059,6
3196532,6
2546902,6
136885,6
1255900,6
2438360,6
4110578,6
4278915,6
3497369,6
2264217,6
429752,6
1344518,6
2764125,6
4257788,6
2438361,6
3045080,6
4278916,6
631849,6
989463,6
922590,6
136893,6
4068182,6
1455317,6
294807,6
2416650,6
1738703,6
3919758,6
2525296,6
2893749,6
1632315,6
1782430,6
519931,6
249497,6
3088230,6
2220643,6
2546912,6
1455326,6
2264229,6
2242403,6
1388791,6
114191,6
3109967,6
2481644,6
3621459,6
3368452,6
1936662,6
362405,6
2872205,6
3368453,6
227028,6
385242,6
2764151,6
3919768,6
1632323,6
2893758,6
3153233,6
2351531,6
2481648,6
2394752,6
3475779,6
